"client_employee_id"|"department_id"|"department_name"|"home_department_id"|"home_department_name"|"pay_code"|"punch_in_comment"|"punch_out_comment"|"hours_worked"|"punch_apply_date"|"punch_in_datetime"|"punch_out_datetime"|"scheduled_start_datetime"|"scheduled_end_datetime"
"506437"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:30:00.000|2025-10-13 16:00:00.000||
"506437"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:30:00.000|2025-10-15 16:00:00.000||
"506437"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:30:00.000|2025-10-16 16:00:00.000||
"506475"|||||Hourly|[NULL]|[NULL]|7.50|"2025-10-11"|2025-10-11 08:00:00.000|2025-10-11 15:30:00.000||
"506475"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:00:00.000||
"506475"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:00:00.000||
"506387"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 16:00:00.000||
"506387"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 16:00:00.000||
"506387"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-13"|2025-10-13 08:00:00.000|2025-10-13 16:00:00.000||
"506387"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-15"|2025-10-15 08:00:00.000|2025-10-15 16:00:00.000||
"506446"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-09"|2025-10-09 16:30:00.000|2025-10-09 22:30:00.000||
"506446"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-13"|2025-10-13 16:30:00.000|2025-10-13 22:30:00.000||
"506446"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-15"|2025-10-15 16:30:00.000|2025-10-15 22:30:00.000||
"506493"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 08:30:00.000|2025-10-06 17:00:00.000||
"506493"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 08:30:00.000|2025-10-08 17:00:00.000||
"506493"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:30:00.000|2025-10-10 17:00:00.000||
"506493"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 08:30:00.000|2025-10-14 17:00:00.000||
"506493"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 08:30:00.000|2025-10-16 17:00:00.000||
"506465"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-06"|2025-10-06 19:00:00.000|2025-10-07 01:00:00.000||
"506465"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-07"|2025-10-07 19:00:00.000|2025-10-08 01:00:00.000||
"506465"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-09"|2025-10-09 19:00:00.000|2025-10-10 01:00:00.000||
"506465"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-13"|2025-10-13 19:00:00.000|2025-10-14 01:00:00.000||
"506465"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-15"|2025-10-15 19:00:00.000|2025-10-16 01:00:00.000||
"506465"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-05"|2025-10-05 07:00:00.000|2025-10-05 15:30:00.000||
"506410"|||||Exempt|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:00:00.000|2025-10-07 15:30:00.000||
"506410"|||||Exempt|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 07:00:00.000|2025-10-09 15:30:00.000||
"506410"|||||Exempt|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:00:00.000|2025-10-13 15:30:00.000||
"506410"|||||Exempt|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:00:00.000|2025-10-15 15:30:00.000||
"506436"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 07:30:00.000|2025-10-06 16:00:00.000||
"506436"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 07:30:00.000|2025-10-08 16:00:00.000||
"506436"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:30:00.000|2025-10-10 16:00:00.000||
"506436"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:30:00.000|2025-10-14 16:00:00.000||
"506436"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:30:00.000|2025-10-16 16:00:00.000||
"506386"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-06"|2025-10-06 08:00:00.000|2025-10-06 16:00:00.000||
"506386"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-08"|2025-10-08 08:00:00.000|2025-10-08 16:00:00.000||
"506386"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:00:00.000||
"506386"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:00:00.000||
"506386"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:00:00.000||
"506466"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 16:30:00.000||
"506466"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 16:30:00.000||
"506466"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:00:00.000|2025-10-13 16:30:00.000||
"506466"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:00:00.000|2025-10-15 16:30:00.000||
"506492"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:30:00.000|2025-10-09 17:00:00.000||
"506492"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:30:00.000|2025-10-13 17:00:00.000||
"506492"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 09:30:00.000|2025-10-14 18:00:00.000||
"506492"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:30:00.000|2025-10-15 17:00:00.000||
"506483"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 06:30:00.000|2025-10-07 15:00:00.000||
"506483"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 06:30:00.000|2025-10-09 15:00:00.000||
"506483"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 06:30:00.000|2025-10-13 15:00:00.000||
"506483"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 06:30:00.000|2025-10-15 15:00:00.000||
"506479"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:30:00.000|2025-10-07 16:00:00.000||
"506479"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 07:30:00.000|2025-10-09 16:00:00.000||
"506479"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:30:00.000|2025-10-13 16:00:00.000||
"506479"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:30:00.000|2025-10-15 16:00:00.000||
"506433"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 06:30:00.000|2025-10-07 15:00:00.000||
"506433"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 06:30:00.000|2025-10-09 15:00:00.000||
"506433"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 06:30:00.000|2025-10-13 15:00:00.000||
"506433"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 06:30:00.000|2025-10-15 15:00:00.000||
"506441"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 07:30:00.000|2025-10-06 16:00:00.000||
"506441"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 07:30:00.000|2025-10-08 16:00:00.000||
"506441"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:30:00.000|2025-10-10 16:00:00.000||
"506441"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:30:00.000|2025-10-14 16:00:00.000||
"506441"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:30:00.000|2025-10-16 16:00:00.000||
"506439"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 06:30:00.000|2025-10-06 15:00:00.000||
"506439"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 06:30:00.000|2025-10-08 15:00:00.000||
"506439"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 06:30:00.000|2025-10-10 15:00:00.000||
"506439"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 06:30:00.000|2025-10-14 15:00:00.000||
"506439"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 06:30:00.000|2025-10-16 15:00:00.000||
"506497"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-06"|2025-10-06 07:30:00.000|2025-10-06 13:30:00.000||
"506497"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-08"|2025-10-08 07:30:00.000|2025-10-08 13:30:00.000||
"506497"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-10"|2025-10-10 07:30:00.000|2025-10-10 13:30:00.000||
"506497"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-14"|2025-10-14 07:30:00.000|2025-10-14 13:30:00.000||
"506497"|||||Hourly|[NULL]|[NULL]|6.00|"2025-10-16"|2025-10-16 07:30:00.000|2025-10-16 13:30:00.000||
"506474"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-05"|2025-10-05 06:00:00.000|2025-10-05 14:30:00.000||
"506474"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 06:00:00.000|2025-10-10 14:30:00.000||
"506474"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-12"|2025-10-12 06:00:00.000|2025-10-12 14:30:00.000||
"506449"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-06"|2025-10-06 17:00:00.000|2025-10-06 22:00:00.000||
"506449"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-07"|2025-10-07 17:00:00.000|2025-10-07 22:00:00.000||
"506449"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-09"|2025-10-09 17:00:00.000|2025-10-09 22:00:00.000||
"506449"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-13"|2025-10-13 17:00:00.000|2025-10-13 22:00:00.000||
"506449"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-15"|2025-10-15 17:00:00.000|2025-10-15 22:00:00.000||
"506468"|||||Hourly|[NULL]|[NULL]|6.02|"2025-10-08"|2025-10-08 23:59:00.000|2025-10-09 06:00:00.000||
"506468"|||||Hourly|[NULL]|[NULL]|6.02|"2025-10-16"|2025-10-16 23:59:00.000|2025-10-17 06:00:00.000||
"506468"|||||Hourly|[NULL]|[NULL]|7.50|"2025-10-10"|2025-10-10 23:00:00.000|2025-10-11 06:30:00.000||
"506468"|||||Hourly|[NULL]|[NULL]|7.50|"2025-10-12"|2025-10-12 23:00:00.000|2025-10-13 06:30:00.000||
"506385"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 16:00:00.000||
"506385"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 16:00:00.000||
"506385"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:00:00.000||
"506385"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:00:00.000||
"506472"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:30:00.000|2025-10-07 16:00:00.000||
"506472"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-11"|2025-10-11 07:30:00.000|2025-10-11 16:00:00.000||
"506472"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:30:00.000|2025-10-13 16:00:00.000||
"506472"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:30:00.000|2025-10-15 16:00:00.000||
"506443"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 16:30:00.000||
"506443"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 16:30:00.000||
"506443"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 08:00:00.000|2025-10-13 16:30:00.000||
"506443"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:30:00.000||
"506443"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 09:30:00.000|2025-10-15 18:00:00.000||
"506443"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:30:00.000||
"506453"|||||DNU_Hourly Call Back|[NULL]|[NULL]|6.00|"2025-10-10"|2025-10-10 17:00:00.000|2025-10-10 23:00:00.000||
"506453"|||||Per Diem|[NULL]|[NULL]|8.50|"2025-10-11"|2025-10-11 07:00:00.000|2025-10-11 15:30:00.000||
"506379"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-06"|2025-10-06 08:00:00.000|2025-10-06 16:00:00.000||
"506379"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-08"|2025-10-08 08:00:00.000|2025-10-08 16:00:00.000||
"506379"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:00:00.000||
"506379"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:00:00.000||
"506379"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:00:00.000||
"506366"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-06"|2025-10-06 08:00:00.000|2025-10-06 16:00:00.000||
"506366"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-08"|2025-10-08 08:00:00.000|2025-10-08 16:00:00.000||
"506366"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:00:00.000||
"506366"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:00:00.000||
"506366"|||||Exempt|[NULL]|[NULL]|8.00|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:00:00.000||
"506419"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 16:30:00.000||
"506419"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:30:00.000||
"506419"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:30:00.000||
"112419"|||||MNA 8 50HP|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:30:00.000|2025-10-07 16:00:00.000||
"112419"|||||MNA 8 50HP|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:30:00.000|2025-10-10 16:00:00.000||
"112419"|||||MNA 8 50HP|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:30:00.000|2025-10-14 16:00:00.000||
"112419"|||||MNA 8 50HP|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:30:00.000|2025-10-16 16:00:00.000||
"506419"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:30:00.000||
"112425"|||||MNA 8 50HP|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 11:00:00.000|2025-10-07 19:30:00.000||
"112425"|||||MNA 8 50HP|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:30:00.000|2025-10-15 16:00:00.000||
"506429"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 08:00:00.000|2025-10-06 16:30:00.000||
"506429"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 08:00:00.000|2025-10-08 16:30:00.000||
"506429"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:30:00.000||
"506429"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:30:00.000||
"506429"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:30:00.000||
"506426"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:00:00.000|2025-10-07 15:30:00.000||
"506426"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 07:00:00.000|2025-10-09 15:30:00.000||
"506426"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:00:00.000|2025-10-13 15:30:00.000||
"506426"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:00:00.000|2025-10-15 15:30:00.000||
"506448"|||||Hourly|[NULL]|[NULL]|4.50|"2025-10-09"|2025-10-09 14:30:00.000|2025-10-09 19:00:00.000||
"506448"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-07"|2025-10-07 14:00:00.000|2025-10-07 19:00:00.000||
"506448"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-13"|2025-10-13 14:00:00.000|2025-10-13 19:00:00.000||
"506448"|||||Hourly|[NULL]|[NULL]|5.00|"2025-10-15"|2025-10-15 14:00:00.000|2025-10-15 19:00:00.000||
"506463"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 08:00:00.000|2025-10-06 16:30:00.000||
"506463"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 08:00:00.000|2025-10-08 16:30:00.000||
"506463"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:30:00.000||
"506463"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:30:00.000||
"506463"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:30:00.000||
"506491"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 08:00:00.000|2025-10-07 16:30:00.000||
"506491"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 08:00:00.000|2025-10-09 16:30:00.000||
"506491"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 09:30:00.000|2025-10-13 18:00:00.000||
"506491"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 08:00:00.000|2025-10-15 16:30:00.000||
"506456"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 07:30:00.000|2025-10-06 16:00:00.000||
"506456"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 07:30:00.000|2025-10-08 16:00:00.000||
"506456"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:30:00.000|2025-10-10 16:00:00.000||
"506456"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:30:00.000|2025-10-14 16:00:00.000||
"506456"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:30:00.000|2025-10-16 16:00:00.000||
"506476"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 06:00:00.000|2025-10-07 14:30:00.000||
"506476"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 06:00:00.000|2025-10-09 14:30:00.000||
"506476"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 06:00:00.000|2025-10-15 14:30:00.000||
"506418"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 07:30:00.000|2025-10-06 16:00:00.000||
"506418"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 07:30:00.000|2025-10-08 16:00:00.000||
"506418"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:30:00.000|2025-10-10 16:00:00.000||
"506418"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:30:00.000|2025-10-14 16:00:00.000||
"506418"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:30:00.000|2025-10-16 16:00:00.000||
"506490"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 07:30:00.000|2025-10-07 16:00:00.000||
"506490"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 07:30:00.000|2025-10-13 16:00:00.000||
"506490"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 07:30:00.000|2025-10-15 16:00:00.000||
"506490"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 09:30:00.000|2025-10-16 18:00:00.000||
"506464"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-13"|2025-10-13 23:00:00.000|2025-10-14 07:00:00.000||
"506464"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-15"|2025-10-15 23:00:00.000|2025-10-16 07:00:00.000||
"506445"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 06:30:00.000|2025-10-06 15:00:00.000||
"506445"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 06:30:00.000|2025-10-08 15:00:00.000||
"506445"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 06:30:00.000|2025-10-10 15:00:00.000||
"506445"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 06:30:00.000|2025-10-14 15:00:00.000||
"506445"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 06:30:00.000|2025-10-16 15:00:00.000||
"506459"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 07:00:00.000|2025-10-06 15:30:00.000||
"506459"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 07:00:00.000|2025-10-08 15:30:00.000||
"506459"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 07:00:00.000|2025-10-10 15:30:00.000||
"506459"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 07:00:00.000|2025-10-14 15:30:00.000||
"506459"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 07:00:00.000|2025-10-16 15:30:00.000||
"506389"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-06"|2025-10-06 08:00:00.000|2025-10-06 16:00:00.000||
"506389"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-08"|2025-10-08 08:00:00.000|2025-10-08 16:00:00.000||
"506389"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:00:00.000||
"506389"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:00:00.000||
"506389"|||||Hourly|[NULL]|[NULL]|8.00|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:00:00.000||
"506427"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 08:30:00.000|2025-10-06 17:00:00.000||
"506427"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 06:00:00.000|2025-10-07 14:30:00.000||
"506427"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 06:00:00.000|2025-10-15 14:30:00.000||
"506427"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 08:30:00.000|2025-10-16 17:00:00.000||
"506469"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-04"|2025-10-04 07:00:00.000|2025-10-04 15:30:00.000||
"506469"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-07"|2025-10-07 11:00:00.000|2025-10-07 19:30:00.000||
"506469"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-09"|2025-10-09 11:00:00.000|2025-10-09 19:30:00.000||
"506469"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-13"|2025-10-13 11:00:00.000|2025-10-13 19:30:00.000||
"506469"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-15"|2025-10-15 11:00:00.000|2025-10-15 19:30:00.000||
"506444"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-05"|2025-10-05 06:45:00.000|2025-10-05 15:15:00.000||
"506444"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 06:30:00.000|2025-10-08 15:00:00.000||
"506444"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 06:30:00.000|2025-10-10 15:00:00.000||
"506444"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 06:30:00.000|2025-10-14 15:00:00.000||
"506444"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 06:30:00.000|2025-10-16 15:00:00.000||
"506488"|||||Hourly|[NULL]|[NULL]|10.50|"2025-10-06"|2025-10-06 07:00:00.000|2025-10-06 17:30:00.000||
"506422"|||||Hourly|[NULL]|[NULL]|4.00|"2025-10-06"|2025-10-06 09:00:00.000|2025-10-06 13:00:00.000||
"506422"|||||Hourly|[NULL]|[NULL]|4.00|"2025-10-08"|2025-10-08 09:00:00.000|2025-10-08 13:00:00.000||
"506422"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-12"|2025-10-12 08:00:00.000|2025-10-12 16:30:00.000||
"506458"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 08:00:00.000|2025-10-06 16:30:00.000||
"506458"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 08:00:00.000|2025-10-08 16:30:00.000||
"506458"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:00:00.000|2025-10-10 16:30:00.000||
"506458"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-14"|2025-10-14 08:00:00.000|2025-10-14 16:30:00.000||
"506458"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-16"|2025-10-16 08:00:00.000|2025-10-16 16:30:00.000||
"506370"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-06"|2025-10-06 08:30:00.000|2025-10-06 17:00:00.000||
"506370"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-08"|2025-10-08 08:30:00.000|2025-10-08 17:00:00.000||
"506370"|||||Hourly|[NULL]|[NULL]|8.50|"2025-10-10"|2025-10-10 08:30:00.000|2025-10-10 17:00:00.000||
